VARIABLES =  "Energy, MeV" "Spectrum" "Spectrum error" "Restored" "Restored error" "Reconvoluted"
ZONE T="" F=POINT i=341 j=1
         0.2      62.5057      7.90605      33405.4            0      58.0831 
    0.204106      69.2404      8.32108      17387.2            0      62.5696 
    0.208211      64.0144       8.0009      1384.36            0      65.4137 
    0.212317      62.4004      7.89939      69.6709            0      66.6198 
    0.216422      62.0894      7.87968      2.98431            0      66.3714 
    0.220528      65.6912      8.10501     0.131663            0      64.9702 
    0.224633      58.0422      7.61854    0.0524303            0      62.7623 
    0.228739      40.0678      6.32992     0.892686            0       60.073 
    0.232845      57.9052      7.60955      12.5367            0      57.1632 
     0.23695      68.8855      8.29973      102.738            0      54.2127 
    0.241056      59.3988      7.70706      347.936            0      51.3264 
    0.245161      57.5125       7.5837      247.295            0      48.5527 
    0.249267      46.8641      6.84574      44.1672            0       45.906 
    0.253372       39.082      6.25156      3.31335            0      43.3852 
    0.257478      34.2899      5.85576     0.134919            0      40.9857 
    0.261584      37.3384      6.11052   0.00344292            0      38.7054 
    0.265689        31.85      5.64358  6.01167e-05            0      36.5451 
    0.269795      40.7084      6.38032  7.59155e-07            0      34.5077 
      0.2739      29.8754      5.46584  7.17727e-09            0      32.5961 
    0.278006      27.9614      5.28785  5.18598e-11            0      30.8117 
    0.282111      27.4766      5.24181  2.89842e-13            0      29.1541 
    0.286217      28.5794      5.34597   1.2622e-15            0       27.621 
    0.290323      23.4691      4.84449  4.30335e-18            0      26.2089 
    0.294428      25.7273      5.07221  1.15462e-20            0      24.9134 
    0.298534       19.079      4.36795  2.45509e-23            0      23.7307 
    0.302639      20.8757        4.569   4.1855e-26            0      22.6573 
    0.306745      22.8153      4.77654  5.81685e-29            0      21.6908 
     0.31085      17.4587      4.17836  6.74038e-32            0      20.8305 
    0.314956      3.86146      1.96506  6.71185e-35            0      20.0767 
    0.319062       11.745      3.42709   3.8277e-35            0      19.4313 
    0.323167      20.3721      4.51354    4.391e-32            0      18.8968 
    0.327273      11.6283      3.41003  5.35123e-29            0      18.4761 
    0.331378      9.01809      3.00301  6.56005e-26            0      18.1711 
    0.335484      11.0509      3.32429    7.653e-23            0      17.9819 
    0.339589      15.0698      3.88198  8.03701e-20            0      17.9049 
    0.343695      10.9615      3.31082   7.2052e-17            0       17.932 
    0.347801      7.45677      2.73071  5.23493e-14            0      18.0492 
    0.351906      11.6636       3.4152  2.93945e-11            0      18.2364 
    0.356012      31.8065      5.63973  1.21822e-08            0      18.4677 
    0.360117      28.6658      5.35404  3.56265e-06            0      18.7128 
    0.364223      18.3296      4.28131  0.000699783            0      18.9388 
    0.368328       14.908      3.86109     0.086386            0      19.1135 
    0.372434      21.4211      4.62829      6.09932            0      19.2081 
     0.37654      30.4486      5.51802      210.393            0      19.2007 
    0.380645      27.2791      5.22294      2571.96            0      19.0784 
    0.384751      19.6782      4.43601       3851.6            0      18.8388 
    0.388856      19.6699      4.43508      451.828            0        18.49 
    0.392962      17.1851      4.14549      18.9013            0      18.0497 
    0.397067      13.2635      3.64191     0.409521            0      17.5422 
    0.401173      8.96962      2.99493   0.00548904            0      16.9962 
    0.405279      12.9654      3.60074  5.08551e-05            0      16.4407 
    0.409384      18.0603      4.24974  3.49935e-07            0      15.9023 
     0.41349      17.9303      4.23441  1.88373e-09            0      15.4027 
    0.417595      15.9714      3.99643  8.25665e-12            0      14.9573 
    0.421701       14.055      3.74899  3.05376e-14            0       14.574 
    0.425806      10.6285      3.26014   9.8611e-17            0      14.2545 
    0.429912      8.61324      2.93483  2.85614e-19            0       13.994 
    0.434018      10.9736      3.31264  7.60108e-22            0      13.7839 
    0.438123       12.728      3.56763  1.90056e-24            0      13.6123 
    0.442229      11.2746      3.35777  4.57695e-27            0       13.466 
    0.446334      8.56553      2.92669  1.08685e-29            0      13.3319 
     0.45044      13.0303      3.60974  2.59381e-32            0      13.1979 
    0.454545      11.8581      3.44355  6.34769e-35            0      13.0535 
    0.458651      9.93953       3.1527  1.61466e-37            0      12.8906 
    0.462757       9.8679      3.14132  4.32774e-40            0      12.7037 
    0.466862      10.9581       3.3103  1.23162e-42            0      12.4899 
    0.470968      9.05007      3.00833  3.72336e-45            0      12.2484 
    0.475073      11.6322      3.41059  1.18976e-47            0      11.9812 
    0.479179      9.60781      3.09965   3.9816e-50            0      11.6917 
    0.483284      11.0401      3.32266   4.7935e-51            0      11.3851 
     0.48739      17.4425      4.17642  1.33541e-48            0      11.0676 
    0.491496      14.9268      3.86352  3.75333e-46            0      10.7458 
    0.495601      8.86597      2.97758  1.05202e-43            0      10.4267 
    0.499707      8.07598      2.84183  2.98663e-41            0      10.1167 
    0.503812      9.44582      3.07341  8.68344e-39            0      9.82179 
    0.507918      10.3884       3.2231  2.58689e-36            0      9.54693 
    0.512023      7.84963      2.80172  7.90047e-34            0      9.29612 
    0.516129      3.21043      1.79177    2.461e-31            0      9.07226 
    0.520235      3.67985      1.91829  7.73479e-29            0      8.87725 
     0.52434      9.43035      3.07089  2.41242e-26            0      8.71215 
    0.528446      9.68567      3.11218  7.28657e-24            0      8.57739 
    0.532551      5.73742      2.39529  2.08523e-21            0      8.47314 
    0.536657      7.14952      2.67386  5.51858e-19            0      8.39957 
    0.540762      7.20624      2.68444  1.31567e-16            0      8.35737 
    0.544868      2.86935      1.69392   2.7461e-14            0      8.34818 
    0.548974      7.03332      2.65204  4.86484e-12            0      8.37511 
    0.553079      10.6053      3.25658  7.09802e-10            0       8.4434 
