      419383     1.12e-20  7.78874e-22 
      838767     1.12e-20  1.55757e-21 
 1.25815e+06     1.12e-20  2.33592e-21 
 1.67753e+06     1.12e-20  3.11374e-21 
 2.09692e+06     1.12e-20  3.89087e-21 
  2.5163e+06     1.12e-20  4.66712e-21 
 2.93568e+06     1.12e-20  5.44232e-21 
 3.35507e+06     1.12e-20   6.2163e-21 
 3.77445e+06     1.12e-20  6.98889e-21 
 4.19383e+06     1.12e-20  7.75992e-21 
 4.61322e+06     1.12e-20  8.52921e-21 
  5.0326e+06     1.12e-20  9.29659e-21 
 5.45198e+06     1.12e-20  1.00619e-20 
 5.87137e+06     1.12e-20   1.0825e-20 
 6.29075e+06     1.12e-20  1.15857e-20 
 6.71013e+06     1.12e-20  1.23438e-20 
 7.12952e+06     1.12e-20  1.30991e-20 
  7.5489e+06     1.12e-20  1.38516e-20 
 7.96828e+06     1.12e-20  1.46011e-20 
 8.38767e+06     1.12e-20  1.53473e-20 
 8.80705e+06     1.12e-20  1.60901e-20 
 9.22643e+06     1.12e-20  1.68295e-20 
 9.64582e+06     1.12e-20  1.75652e-20 
 1.00652e+07     1.12e-20   1.8297e-20 
 1.04846e+07     1.12e-20  1.90249e-20 
  1.0904e+07     1.12e-20  1.97487e-20 
 1.13233e+07     1.12e-20  2.04683e-20 
 1.17427e+07     1.12e-20  2.11835e-20 
 1.21621e+07     1.12e-20  2.18941e-20 
 1.25815e+07     1.12e-20  2.26001e-20 
 1.30009e+07     1.12e-20  2.33013e-20 
 1.34203e+07     1.12e-20  2.39975e-20 
 1.38396e+07     1.12e-20  2.46888e-20 
  1.4259e+07     1.12e-20  2.53748e-20 
 1.46784e+07     1.12e-20  2.60556e-20 
 1.50978e+07     1.12e-20  2.67309e-20 
 1.55172e+07     1.12e-20  2.74008e-20 
 1.59366e+07     1.12e-20   2.8065e-20 
 1.63559e+07     1.12e-20  2.87234e-20 
 1.67753e+07     1.12e-20  2.93761e-20 
 1.71947e+07     1.12e-20  3.00227e-20 
 1.76141e+07     1.12e-20  3.06634e-20 
 1.80335e+07     1.12e-20  3.12978e-20 
 1.84529e+07     1.12e-20  3.19261e-20 
 1.88722e+07     1.12e-20   3.2548e-20 
 1.92916e+07     1.12e-20  3.31635e-20 
  1.9711e+07     1.12e-20  3.37725e-20 
 2.01304e+07     1.12e-20   3.4375e-20 
 2.05498e+07     1.12e-20  3.49708e-20 
 2.09692e+07     1.12e-20  3.55599e-20 
 2.13885e+07     1.12e-20  3.61422e-20 
 2.18079e+07     1.12e-20  3.67176e-20 
 2.22273e+07     1.12e-20  3.72861e-20 
 2.26467e+07     1.12e-20  3.78476e-20 
 2.30661e+07     1.12e-20  3.84021e-20 
 2.34855e+07     1.12e-20  3.89495e-20 
 2.39048e+07     1.12e-20  3.94897e-20 
 2.43242e+07     1.12e-20  4.00228e-20 
 2.47436e+07     1.12e-20  4.05486e-20 
  2.5163e+07     1.12e-20  4.10672e-20 
 2.55824e+07     1.12e-20  4.15784e-20 
 2.60018e+07     1.12e-20  4.20824e-20 
 2.64211e+07     1.12e-20  4.25789e-20 
 2.68405e+07     1.12e-20   4.3068e-20 
 2.72599e+07     1.12e-20  4.35497e-20 
 2.76793e+07     1.12e-20  4.40239e-20 
 2.80987e+07     1.12e-20  4.44907e-20 
 2.85181e+07     1.12e-20    4.495e-20 
 2.89374e+07     1.12e-20  4.54018e-20 
 2.93568e+07     1.12e-20  4.58461e-20 
 2.97762e+07     1.12e-20  4.62828e-20 
 3.01956e+07     1.12e-20  4.67121e-20 
  3.0615e+07     1.12e-20  4.71338e-20 
 3.10344e+07     1.12e-20   4.7548e-20 
 3.14537e+07     1.12e-20  4.79546e-20 
 3.18731e+07     1.12e-20  4.83538e-20 
 3.22925e+07     1.12e-20  4.87454e-20 
 3.27119e+07     1.12e-20  4.91296e-20 
 3.31313e+07     1.12e-20  4.95062e-20 
 3.35507e+07     1.12e-20  4.98754e-20 
   3.397e+07     1.12e-20  5.02372e-20 
 3.43894e+07     1.12e-20  5.05915e-20 
 3.48088e+07     1.12e-20  5.09384e-20 
