--	--	--
0.208434	5672.3	787210
0.216867	5851.47	1.79007E-4
0.225301	6284.14	8.14045E-21
0.233735	6371.73	2.92795E-26
0.242169	6114.27	1.47705E-19
0.250602	5476.6	739106
0.259036	4834.96	77528.7
0.26747	3921.51	5.19122E-12
0.275904	3490.2	1.83225E-27
0.284337	3148.25	1.03871E-33
0.292771	3232.28	6.05354E-32
0.301205	3504.15	7.1254E-27
0.309639	4278.57	3.48651E-21
0.318072	5314.49	8.27588E-15
0.326506	6395.79	1.92475E-7
0.33494	7317.28	2.45624
0.343374	7370.86	143035
0.351807	7028.37	3241390
0.360241	5851.59	120295
0.368675	4637.21	305.684
0.377108	3493.84	2.87068
0.385542	2563.59	0.695149
0.393976	1970.67	3.76516
0.40241	1740.64	219.106
0.410843	1641.67	10921.1
0.419277	1668.29	50232
0.427711	1632.67	170496
0.436145	1689.56	95137.6
0.444578	1563.72	131909
0.453012	1432.54	145148
0.461446	1262.03	77652
0.46988	1186.78	7014.08
0.478313	1055.31	100.011
0.486747	1021.9	1.56798
0.495181	844.511	0.0801123
0.503614	858.255	0.290251
0.512048	931.172	24.9637
0.520482	817.793	6492.08
0.528916	889.227	93822.5
0.537349	907.314	23014.1
0.545783	783.612	228.074
0.554217	810.271	1.39617
0.562651	798.622	0.157003
0.571084	847.379	0.70417
0.579518	820.391	52.058
0.587952	780.649	3079.38
0.596386	812.485	39584.5
0.604819	869.158	52316.3
0.613253	678.891	24085.2
0.621687	715.997	8649.8
0.630121	769.917	7226.7
0.638554	775.424	9519.34
0.646988	772.699	5797.88
0.655422	763.798	1859.53
0.663855	772.193	489.998
0.672289	828.35	311.48
0.680723	826.924	787.899
0.689157	894.762	7120.82
0.69759	970.959	81584.1
0.706024	949.046	182389
0.714458	1055.54	37652.9
0.722892	1127.14	589.761
0.731325	1211.06	3.5145
0.739759	1235.35	0.0436313
0.748193	1485.04	0.00774485
0.756626	1534.36	0.0457915
0.76506	1756.06	4.37673
0.773494	1859.78	1426.91
0.781928	1832.39	156830
0.790361	1752.46	1128300
0.798795	1753.17	363910
0.807229	1567.86	8266.21
0.815663	1496.27	60.2163
0.824096	1329.32	0.996045
0.83253	1201.68	0.121056
0.840964	1055.77	0.285692
0.849398	1005.68	4.3979
0.857831	1000.73	279.596
0.866265	988.504	13980.1
0.874699	974.526	192062
0.883133	910.561	267414
0.891566	928.568	59499.1
0.9	974.142	6648.63
0.908434	995.177	391.797
0.916867	1097.62	102.183
0.925301	1188.1	47.1524
0.933735	1278.49	166.659
0.942169	1345.35	955.586
0.950602	1378.78	11525.1
0.959036	1441.44	100561
0.96747	1464.5	413212
0.975904	1450.25	969413
0.984337	1406.6	273000
0.992771	1353.27	114584
1.0012	1232.1	13176.2
1.00964	1123.77	2106.11
1.01807	1084.6	496.753
1.02651	1119.81	157.412
1.03494	1152.96	217.617
1.04337	1188.92	195.086
1.05181	1317.16	602.19
1.06024	1389.05	2863.17
1.06867	1594.74	18045.6
1.07711	1620.57	91525
1.08554	1672.15	241727
1.09398	1762.47	791879
1.10241	1826.57	628096
1.11084	1774.22	809162
1.11928	1679.38	235792
1.12771	1504.04	105973
1.13614	1281.45	53351.6
1.14458	1204.82	12528.1
1.15301	1004.15	4914.47
1.16145	843.525	5032.82
1.16988	770.09	12273.2
1.17831	577.45	18967.8
1.18675	495.294	40680.5
1.19518	419.687	57357.7
1.20361	342.71	44265.7
1.21205	343.62	34935.1
1.22048	332.285	11510.5
1.22892	258.164	7261.99
1.23735	212.931	2367.74
1.24578	260.522	1603.42
1.25422	235.766	2596.09
1.26265	252.317	5654.33
1.27108	286.237	26857.6
1.27952	262.674	64351.4
1.28795	244.28	144752
1.29639	283.529	67601.7
1.30482	318.367	13176.8
1.31325	373.164	377.685
1.32169	411.646	2.02904
1.33012	470.798	0.00509875
1.33855	575.073	6.02202E-6
1.34699	649.696	3.6298E-8
1.35542	709.003	1.38536E-9
1.36386	821.639	2.81707E-9
1.37229	850.557	3.91253E-7
1.38072	956.868	0.00222865
1.38916	1041.66	131.5
1.39759	1069.41	673406
1.40602	991.971	1803390
1.41446	975.797	0.268412
1.42289	1017.88	3.91672E-19
1.43133	992.438	9.34242E-18
1.43976	812.884	0.177163
1.44819	719.533	1.32805E-8
1.45663	569.746	4.74138E-6
1.46506	504.64	2.07365E-28
1.47349	433.08	0.0108531
1.48193	325.039	3.39627E-27
1.49036	252.541	1.06382E-23
1.4988	193.872	4.13806E-15
1.50723	82.3526	2.35825E-24
1.51566	65.648	5.12247E-4
1.5241	46.0553	2.2177E-13
1.53253	-7.85136	4.43777E-10
1.54096	-3.05458	3.04638E-25
1.5494	8.07173	1.47857E-25
1.55783	3.05566	2.97014E-15
1.56627	3.10729	0.00162835
1.5747	-16.7447	0.250602
1.58313	3.92865	3.20987E-21
1.59157	1.29455	5.41492E-6
1.5976	7	1.744E-10
1.606	2	2.53786e-318
1.6144	9	3.74001e-318
1.6228	2	7.36872E-229
1.6312	15	3.68753E-129
1.6396	12	3.26008E-61
1.648	10	2.29429E-29
1.6564	0	2.43631E-10
1.6648	1	10014.8
1.6732	0	2.6301E-13
1.6816	8	5530.77
1.69	4	3.44282E-36
1.6984	11	1.22245E-37
1.7068	1	1.05421E-60
1.7152	22	2.41698E-89
1.7236	18	7.10303E-27
1.732	27	1.09661E-123
1.7404	1	2.04808E-8
1.7488	1	1.59451E-87
